date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:50:52	236658/236658	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:58%20GMT	https://themes.pixelstrap.com/fastkart/front-end/product-accordion.html	C:/My%20Web%20Sites/fastkart/themes.pixelstrap.com/fastkart/front-end/product-accordion.html	(from https://themes.pixelstrap.com/fastkart/front-end/index.html)
14:51:01	228537/228537	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:57%20GMT	https://themes.pixelstrap.com/fastkart/front-end/product-rectangle.html	C:/My%20Web%20Sites/fastkart/themes.pixelstrap.com/fastkart/front-end/product-rectangle.html	(from https://themes.pixelstrap.com/fastkart/front-end/index.html)
14:51:03	232494/232494	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:57%20GMT	https://themes.pixelstrap.com/fastkart/front-end/product-sold-out.html	C:/My%20Web%20Sites/fastkart/themes.pixelstrap.com/fastkart/front-end/product-sold-out.html	(from https://themes.pixelstrap.com/fastkart/front-end/index.html)
14:51:03	233738/233738	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:58%20GMT	https://themes.pixelstrap.com/fastkart/front-end/product-color-image.html	C:/My%20Web%20Sites/fastkart/themes.pixelstrap.com/fastkart/front-end/product-color-image.html	(from https://themes.pixelstrap.com/fastkart/front-end/index.html)
14:51:09	796/796	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2008%20Mar%202025%2009:21:07%20GMT	https://themes.pixelstrap.com/fastkart/front-end/product-color.html	C:/My%20Web%20Sites/fastkart/themes.pixelstrap.com/fastkart/front-end/product-color.30.delayed	(from https://themes.pixelstrap.com/fastkart/front-end/index.html)
14:51:13	221117/221117	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2011:37:34%20GMT	https://themes.pixelstrap.com/fastkart/front-end/product-dropdown.html	C:/My%20Web%20Sites/fastkart/themes.pixelstrap.com/fastkart/front-end/product-dropdown.html	(from https://themes.pixelstrap.com/fastkart/front-end/index.html)
14:51:16	231634/231634	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:56%20GMT	https://themes.pixelstrap.com/fastkart/front-end/product-radio.html	C:/My%20Web%20Sites/fastkart/themes.pixelstrap.com/fastkart/front-end/product-radio.html	(from https://themes.pixelstrap.com/fastkart/front-end/index.html)
14:51:26	230058/230058	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:57%20GMT	https://themes.pixelstrap.com/fastkart/front-end/product-image.html	C:/My%20Web%20Sites/fastkart/themes.pixelstrap.com/fastkart/front-end/product-image.html	(from https://themes.pixelstrap.com/fastkart/front-end/index.html)
14:51:30	240960/240960	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:54%20GMT	https://themes.pixelstrap.com/fastkart/front-end/product-size-chart.html	C:/My%20Web%20Sites/fastkart/themes.pixelstrap.com/fastkart/front-end/product-size-chart.html	(from https://themes.pixelstrap.com/fastkart/front-end/index.html)
14:51:33	235442/235442	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:57%20GMT	https://themes.pixelstrap.com/fastkart/front-end/product-bottom-thumbnail.html	C:/My%20Web%20Sites/fastkart/themes.pixelstrap.com/fastkart/front-end/product-bottom-thumbnail.html	(from https://themes.pixelstrap.com/fastkart/front-end/index.html)
14:51:53	232648/232648	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:54%20GMT	https://themes.pixelstrap.com/fastkart/front-end/product-bundle.html	C:/My%20Web%20Sites/fastkart/themes.pixelstrap.com/fastkart/front-end/product-bundle.html	(from https://themes.pixelstrap.com/fastkart/front-end/index.html)
14:52:17	233880/233880	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:58%20GMT	https://themes.pixelstrap.com/fastkart/front-end/product-right-thumbnail.html	C:/My%20Web%20Sites/fastkart/themes.pixelstrap.com/fastkart/front-end/product-right-thumbnail.html	(from https://themes.pixelstrap.com/fastkart/front-end/index.html)
14:52:47	796/796	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2008%20Mar%202025%2009:22:25%20GMT	https://themes.pixelstrap.com/fastkart/front-end/demo-personal-portfolio.html	C:/My%20Web%20Sites/fastkart/themes.pixelstrap.com/fastkart/front-end/demo-personal-portfolio.3b.delayed	(from https://themes.pixelstrap.com/fastkart/front-end/index.html)
14:52:49	139938/139938	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:57%20GMT	https://themes.pixelstrap.com/fastkart/front-end/blog-detail.html	C:/My%20Web%20Sites/fastkart/themes.pixelstrap.com/fastkart/front-end/blog-detail.html	(from https://themes.pixelstrap.com/fastkart/front-end/index.html)
14:52:50	144723/144723	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:58%20GMT	https://themes.pixelstrap.com/fastkart/front-end/blog-grid.html	C:/My%20Web%20Sites/fastkart/themes.pixelstrap.com/fastkart/front-end/blog-grid.html	(from https://themes.pixelstrap.com/fastkart/front-end/index.html)
14:52:52	140924/140924	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:56%20GMT	https://themes.pixelstrap.com/fastkart/front-end/blog-list.html	C:/My%20Web%20Sites/fastkart/themes.pixelstrap.com/fastkart/front-end/blog-list.html	(from https://themes.pixelstrap.com/fastkart/front-end/index.html)
14:52:53	108846/108846	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:57%20GMT	https://themes.pixelstrap.com/fastkart/front-end/404.html	C:/My%20Web%20Sites/fastkart/themes.pixelstrap.com/fastkart/front-end/404.html	(from https://themes.pixelstrap.com/fastkart/front-end/index.html)
14:52:54	150837/150837	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:58%20GMT	https://themes.pixelstrap.com/fastkart/front-end/about-us.html	C:/My%20Web%20Sites/fastkart/themes.pixelstrap.com/fastkart/front-end/about-us.html	(from https://themes.pixelstrap.com/fastkart/front-end/index.html)
14:52:54	5436/5436	---M-Z	200	added ('OK')	text/html	date:Thu,%2001%20Feb%202024%2008:57:00%20GMT	https://themes.pixelstrap.com/fastkart/front-end/coming-soon.html	C:/My%20Web%20Sites/fastkart/themes.pixelstrap.com/fastkart/front-end/coming-soon.html	(from https://themes.pixelstrap.com/fastkart/front-end/index.html)
14:52:55	120377/120377	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:53%20GMT	https://themes.pixelstrap.com/fastkart/front-end/compare.html	C:/My%20Web%20Sites/fastkart/themes.pixelstrap.com/fastkart/front-end/compare.html	(from https://themes.pixelstrap.com/fastkart/front-end/index.html)
14:53:01	125591/125591	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:54%20GMT	https://themes.pixelstrap.com/fastkart/front-end/faq.html	C:/My%20Web%20Sites/fastkart/themes.pixelstrap.com/fastkart/front-end/faq.html	(from https://themes.pixelstrap.com/fastkart/front-end/index.html)
14:53:04	122910/122910	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:54%20GMT	https://themes.pixelstrap.com/fastkart/front-end/order-success.html	C:/My%20Web%20Sites/fastkart/themes.pixelstrap.com/fastkart/front-end/order-success.html	(from https://themes.pixelstrap.com/fastkart/front-end/index.html)
14:53:07	245269/245269	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:20:22%20GMT	https://themes.pixelstrap.com/fastkart/front-end/product-expert.html	C:/My%20Web%20Sites/fastkart/themes.pixelstrap.com/fastkart/front-end/product-expert.html	(from https://themes.pixelstrap.com/fastkart/front-end/index.html)
14:53:11	114872/114872	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:58%20GMT	https://themes.pixelstrap.com/fastkart/front-end/order-tracking.html	C:/My%20Web%20Sites/fastkart/themes.pixelstrap.com/fastkart/front-end/order-tracking.html	(from https://themes.pixelstrap.com/fastkart/front-end/index.html)
14:53:15	154135/154135	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:57%20GMT	https://themes.pixelstrap.com/fastkart/front-end/search.html	C:/My%20Web%20Sites/fastkart/themes.pixelstrap.com/fastkart/front-end/search.html	(from https://themes.pixelstrap.com/fastkart/front-end/index.html)
14:53:16	100457/100457	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:57%20GMT	https://themes.pixelstrap.com/fastkart/front-end/otp.html	C:/My%20Web%20Sites/fastkart/themes.pixelstrap.com/fastkart/front-end/otp.html	(from https://themes.pixelstrap.com/fastkart/front-end/index.html)
14:53:19	184132/184132	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:54%20GMT	https://themes.pixelstrap.com/fastkart/front-end/seller-dashboard.html	C:/My%20Web%20Sites/fastkart/themes.pixelstrap.com/fastkart/front-end/seller-dashboard.html	(from https://themes.pixelstrap.com/fastkart/front-end/index.html)
14:53:20	137495/137495	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:57%20GMT	https://themes.pixelstrap.com/fastkart/front-end/seller-become.html	C:/My%20Web%20Sites/fastkart/themes.pixelstrap.com/fastkart/front-end/seller-become.html	(from https://themes.pixelstrap.com/fastkart/front-end/index.html)
14:53:21	265876/265876	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:56%20GMT	https://themes.pixelstrap.com/fastkart/front-end/seller-detail.html	C:/My%20Web%20Sites/fastkart/themes.pixelstrap.com/fastkart/front-end/seller-detail.html	(from https://themes.pixelstrap.com/fastkart/front-end/index.html)
14:53:22	262501/262501	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:56%20GMT	https://themes.pixelstrap.com/fastkart/front-end/seller-detail-2.html	C:/My%20Web%20Sites/fastkart/themes.pixelstrap.com/fastkart/front-end/seller-detail-2.html	(from https://themes.pixelstrap.com/fastkart/front-end/index.html)
14:53:23	144596/144596	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:54%20GMT	https://themes.pixelstrap.com/fastkart/front-end/seller-grid.html	C:/My%20Web%20Sites/fastkart/themes.pixelstrap.com/fastkart/front-end/seller-grid.html	(from https://themes.pixelstrap.com/fastkart/front-end/index.html)
14:53:25	289316/289316	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:20:31%20GMT	https://themes.pixelstrap.com/fastkart/front-end/user-dashboard.html	C:/My%20Web%20Sites/fastkart/themes.pixelstrap.com/fastkart/front-end/user-dashboard.html	(from https://themes.pixelstrap.com/fastkart/front-end/index.html)
14:53:29	88422/88422	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Feb%202024%2003:49:06%20GMT	https://themes.pixelstrap.com/fastkart/assets/images/mega-menu.png	C:/My%20Web%20Sites/fastkart/themes.pixelstrap.com/fastkart/assets/images/mega-menu.png	(from https://themes.pixelstrap.com/fastkart/front-end/index.html)
14:53:32	31361/31361	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Feb%202024%2003:49:06%20GMT	https://themes.pixelstrap.com/fastkart/assets/images/vegetable/banner/2.jpg	C:/My%20Web%20Sites/fastkart/themes.pixelstrap.com/fastkart/assets/images/vegetable/banner/2.jpg	(from https://themes.pixelstrap.com/fastkart/front-end/index.html)
14:53:36	20157/20157	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Feb%202024%2003:49:06%20GMT	https://themes.pixelstrap.com/fastkart/assets/images/vegetable/banner/4.jpg	C:/My%20Web%20Sites/fastkart/themes.pixelstrap.com/fastkart/assets/images/vegetable/banner/4.jpg	(from https://themes.pixelstrap.com/fastkart/front-end/index.html)
14:53:41	31246/31246	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Feb%202024%2003:49:06%20GMT	https://themes.pixelstrap.com/fastkart/assets/images/vegetable/banner/5.jpg	C:/My%20Web%20Sites/fastkart/themes.pixelstrap.com/fastkart/assets/images/vegetable/banner/5.jpg	(from https://themes.pixelstrap.com/fastkart/front-end/index.html)
14:53:44	28616/28616	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Feb%202024%2003:49:06%20GMT	https://themes.pixelstrap.com/fastkart/assets/images/vegetable/banner/6.jpg	C:/My%20Web%20Sites/fastkart/themes.pixelstrap.com/fastkart/assets/images/vegetable/banner/6.jpg	(from https://themes.pixelstrap.com/fastkart/front-end/index.html)
14:53:48	47710/47710	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Feb%202024%2003:49:06%20GMT	https://themes.pixelstrap.com/fastkart/assets/images/vegetable/banner/3.jpg	C:/My%20Web%20Sites/fastkart/themes.pixelstrap.com/fastkart/assets/images/vegetable/banner/3.jpg	(from https://themes.pixelstrap.com/fastkart/front-end/index.html)
14:54:08	97078/97078	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Feb%202024%2003:49:06%20GMT	https://themes.pixelstrap.com/fastkart/assets/images/vegetable/banner/1.jpg	C:/My%20Web%20Sites/fastkart/themes.pixelstrap.com/fastkart/assets/images/vegetable/banner/1.jpg	(from https://themes.pixelstrap.com/fastkart/front-end/index.html)
14:54:11	27637/27637	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Feb%202024%2003:49:06%20GMT	https://themes.pixelstrap.com/fastkart/assets/images/vegetable/banner/7.jpg	C:/My%20Web%20Sites/fastkart/themes.pixelstrap.com/fastkart/assets/images/vegetable/banner/7.jpg	(from https://themes.pixelstrap.com/fastkart/front-end/index.html)
14:54:51	160618/160618	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Feb%202024%2010:02:58%20GMT	https://themes.pixelstrap.com/fastkart/front-end/seller-grid-2.html	C:/My%20Web%20Sites/fastkart/themes.pixelstrap.com/fastkart/front-end/seller-grid-2.html	(from https://themes.pixelstrap.com/fastkart/front-end/index.html)
14:55:18	124608/124608	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Feb%202024%2003:49:06%20GMT	https://themes.pixelstrap.com/fastkart/assets/images/vegetable/banner/11.jpg	C:/My%20Web%20Sites/fastkart/themes.pixelstrap.com/fastkart/assets/images/vegetable/banner/11.jpg	(from https://themes.pixelstrap.com/fastkart/front-end/index.html)
14:55:34	4603/4603	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Feb%202024%2003:49:06%20GMT	https://themes.pixelstrap.com/fastkart/assets/images/vegetable/product/24.png	C:/My%20Web%20Sites/fastkart/themes.pixelstrap.com/fastkart/assets/images/vegetable/product/24.png	(from https://themes.pixelstrap.com/fastkart/front-end/index.html)
14:55:37	4860/4860	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Feb%202024%2003:49:06%20GMT	https://themes.pixelstrap.com/fastkart/assets/images/vegetable/product/25.png	C:/My%20Web%20Sites/fastkart/themes.pixelstrap.com/fastkart/assets/images/vegetable/product/25.png	(from https://themes.pixelstrap.com/fastkart/front-end/index.html)
14:55:37	3647/3647	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Feb%202024%2003:49:06%20GMT	https://themes.pixelstrap.com/fastkart/assets/images/vegetable/product/26.png	C:/My%20Web%20Sites/fastkart/themes.pixelstrap.com/fastkart/assets/images/vegetable/product/26.png	(from https://themes.pixelstrap.com/fastkart/front-end/index.html)
14:55:40	15650/15650	---M--	200	added ('OK')	image/jpeg	date:Thu,%2001%20Feb%202024%2003:49:06%20GMT	https://themes.pixelstrap.com/fastkart/assets/images/vegetable/review/1.jpg	C:/My%20Web%20Sites/fastkart/themes.pixelstrap.com/fastkart/assets/images/vegetable/review/1.jpg	(from https://themes.pixelstrap.com/fastkart/front-end/index.html)
14:55:41	12208/12208	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Feb%202024%2003:49:06%20GMT	https://themes.pixelstrap.com/fastkart/assets/images/vegetable/product/4.png	C:/My%20Web%20Sites/fastkart/themes.pixelstrap.com/fastkart/assets/images/vegetable/product/4.png	(from https://themes.pixelstrap.com/fastkart/front-end/index.html)
14:55:41	7936/7936	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Feb%202024%2003:49:06%20GMT	https://themes.pixelstrap.com/fastkart/assets/images/vegetable/product/5.png	C:/My%20Web%20Sites/fastkart/themes.pixelstrap.com/fastkart/assets/images/vegetable/product/5.png	(from https://themes.pixelstrap.com/fastkart/front-end/index.html)
14:55:46	9190/9190	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Feb%202024%2003:49:06%20GMT	https://themes.pixelstrap.com/fastkart/assets/images/vegetable/product/3.png	C:/My%20Web%20Sites/fastkart/themes.pixelstrap.com/fastkart/assets/images/vegetable/product/3.png	(from https://themes.pixelstrap.com/fastkart/front-end/index.html)
14:55:48	12124/12124	---M--	200	added ('OK')	image/png	date:Thu,%2001%20Feb%202024%2003:49:06%20GMT	https://themes.pixelstrap.com/fastkart/assets/images/vegetable/product/6.png	C:/My%20Web%20Sites/fastkart/themes.pixelstrap.com/fastkart/assets/images/vegetable/product/6.png	(from https://themes.pixelstrap.com/fastkart/front-end/index.html)
